participant_id,date,original_filename,trial_number,reaction_time,correct,correct_position,chosen_position,prompt,sample_name,file_1_name,file_2_name,file_3_name,file_4_name,colour_1_stimul,colour_2_stimul,colour_3_stimul,colour_4_stimul,date_parsed,participant_id_original,participant_id_normalized,file_path,stimuli_quantity,colored,nut_quantity,juice_quantity,datetime,mean_reaction_time,percent_correct,omission_percent,experiment_duration,session_id,most_popular_position
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,16,1262,0,1th,2,,,j_01535,y_00456,m_00054,s_01147,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,17,798,1,2th,2,,,s_00176,y_00580,f_01670,c_00672,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,18,906,1,2th,2,,,s_01608,c_01064,f_01266,j_01362,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,19,1140,0,1th,2,,,j_00147,m_00874,y_01655,s_00358,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,20,1040,0,3th,2,,,f_01413,s_01030,j_01704,c_01421,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,21,1482,1,1th,1,,,s_01705,j_01145,f_00173,c_00552,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,22,966,0,4th,2,,,f_00277,c_01491,y_00535,m_01086,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,23,923,0,4th,3,,,y_00652,s_01647,c_01027,m_01306,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,24,3571,0,4th,2,,,s_01244,y_01716,f_00449,j_00459,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,25,1450,0,4th,2,,,s_00537,m_00104,f_01260,y_00282,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,28,983,1,1th,1,,,f_01671,y_01449,m_00530,j_00441,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,29,868,0,4th,1,,,y_01367,j_00726,m_00692,s_00390,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,30,1159,0,2th,1,,,s_00283,y_01303,m_00870,j_00486,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,31,1366,0,1th,2,,,j_00046,s_00584,c_00021,m_01761,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,33,1222,0,4th,3,,,m_00425,s_01196,j_01621,y_01310,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,34,3269,0,2th,3,,,m_01570,j_01422,c_00112,y_01582,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,35,1641,0,3th,1,,,y_01023,c_01401,j_01721,s_01347,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,27.06.2025,27.06.2025 - Jupiter2.txt,38,3268,1,4th,4,,,m_01025,s_00059,j_00177,y_01035,,,,,2025-06-27,Jupiter2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/27.06.2025/27.06.2025 - Jupiter2.txt,4.0,,1.0,0.0,27.06.2025 11:59:20,1293.0,37.0,25.0,"8 min, 11 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,2,1131,0,3th,2,,,y_01762,s_01364,c_00239,j_00120,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,3,839,0,4th,1,,,j_00877,f_00861,c_00585,s_00148,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,4,927,0,4th,2,,,c_01330,y_00067,j_01688,m_00790,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,5,1070,0,4th,1,,,y_01107,c_01590,s_00061,f_01391,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,6,1474,1,2th,2,,,y_00276,f_00585,j_01792,s_00502,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,7,1068,0,3th,4,,,c_00892,f_00715,j_00386,y_01740,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,8,958,1,1th,1,,,f_00826,c_01245,y_00193,s_00513,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,9,886,1,1th,1,,,m_00303,j_00664,c_01535,f_00533,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,10,1133,0,4th,3,,,s_00410,c_00066,y_01650,f_00154,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,11,956,0,4th,2,,,y_01299,c_01133,m_00693,s_00792,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,12,1156,1,3th,3,,,j_00170,c_00010,y_00982,f_00776,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,13,1218,0,3th,4,,,m_00243,f_00146,y_00326,c_01305,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,14,1095,0,3th,2,,,m_00276,y_01668,f_00487,j_01621,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,15,943,1,2th,2,,,y_00144,s_00165,j_00034,m_01047,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,16,996,1,1th,1,,,j_00979,c_00300,f_01095,y_01432,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,17,1112,1,2th,2,,,f_00668,c_00072,j_01646,m_00666,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,18,1055,0,1th,2,,,m_00332,c_01156,f_00380,j_01041,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,19,833,0,2th,3,,,y_01741,m_01707,s_00093,f_00943,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,20,1019,0,1th,2,,,y_01693,s_01001,m_00333,j_00883,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,21,1009,0,3th,2,,,f_01534,y_01410,s_01497,j_00681,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,22,813,0,4th,2,,,c_00920,m_00688,j_00238,s_00436,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,23,865,1,3th,3,,,m_00177,j_01715,y_00389,s_00246,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,24,913,0,2th,3,,,f_00032,j_00603,m_00975,s_00999,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,25,1062,0,3th,2,,,f_00039,s_01061,c_00125,j_00098,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,26,848,0,3th,1,,,y_00164,c_00316,s_00444,j_00888,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,27,1251,0,1th,2,,,f_01566,m_01085,c_01365,s_00369,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,28,890,1,2th,2,,,c_01575,f_01345,y_01729,s_00944,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,29,693,1,2th,2,,,j_01632,y_00952,f_01314,s_01370,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,30,1112,0,3th,4,,,y_00604,c_00415,m_00513,f_01781,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,31,1095,0,3th,2,,,s_01635,c_01210,j_00490,y_00418,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,32,842,0,4th,3,,,y_00767,s_00135,m_01010,f_01138,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,33,1092,0,1th,4,,,s_00733,y_00894,j_00905,c_00632,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,34,1502,1,1th,1,,,y_00877,c_00235,j_00719,m_01218,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,35,985,0,1th,2,,,j_00966,m_00610,f_00915,c_01636,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,36,914,0,1th,2,,,y_01124,s_01669,c_00661,j_00633,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,37,1226,0,3th,2,,,y_01786,c_01246,f_00414,m_00880,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,38,1150,0,1th,2,,,m_01090,s_01406,c_00396,f_01424,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,39,1180,0,1th,2,,,s_00549,c_00145,m_00264,y_00754,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,40,881,0,4th,2,,,y_01627,f_00027,s_00122,c_01432,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,41,870,0,1th,2,,,j_00075,s_00228,c_01436,m_00682,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,42,1002,1,3th,3,,,c_00440,s_01098,y_00068,j_01398,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,43,924,0,4th,1,,,y_00234,m_00096,s_00404,c_01794,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,44,802,0,3th,2,,,m_01300,f_00677,y_00657,j_01766,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,45,976,0,4th,3,,,c_00550,j_01658,y_00432,f_01321,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,47,1099,0,1th,4,,,f_00499,m_01281,c_00083,y_00733,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,48,1636,1,2th,2,,,j_01772,y_01765,f_01392,s_00940,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,49,939,0,3th,4,,,f_00488,m_01284,j_01561,y_00896,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter.txt,50,1058,0,3th,1,,,m_01095,f_00336,s_01259,j_00763,,,,,2025-06-30,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter.txt,4.0,,1.0,0.0,30.06.2025 11:54:21,1031.0,27.0,4.0,"9 min, 21 sec",9,2
Jupiter,30.06.2025,30.06.2025 - Jupiter1.txt,1,1011,1,1th,1,,,f_00331,y_00306,s_00528,m_01595,,,,,2025-06-30,Jupiter1,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter1.txt,4.0,,1.0,0.0,30.06.2025 12:15:05,1102.0,25.0,12.0,"9 min, 28 sec",10,2
Jupiter,30.06.2025,30.06.2025 - Jupiter1.txt,2,1115,1,2th,2,,,j_00368,s_01561,y_01490,m_00410,,,,,2025-06-30,Jupiter1,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/30.06.2025/30.06.2025 - Jupiter1.txt,4.0,,1.0,0.0,30.06.2025 12:15:05,1102.0,25.0,12.0,"9 min, 28 sec",10,2
